# PLGA Optimization Results
# Drug: tramadol
# Priority: balanced
# Min EE: 30%
# Max Size: 500 nm
# Date: 2026-04-05 20:40:19
# Total formulations evaluated: 448
#
polymer_MW (Da),LA/GA ratio,drug/polymer,Size (nm),EE (%),LC (%),Score
10000,3.0,0.25,201.6,57.2,13.0,54.0
20000,3.0,0.25,201.6,57.2,13.0,54.0
10000,4.0,0.25,201.6,57.2,13.0,54.0
20000,4.0,0.25,201.6,57.2,13.0,54.0
30000,3.0,0.25,201.6,57.2,13.0,53.99
30000,4.0,0.25,201.6,57.2,13.0,53.99
100000,4.0,0.25,201.6,57.2,12.9,53.96
50000,4.0,0.25,201.6,57.2,12.9,53.96
100000,3.0,0.25,201.6,57.2,12.9,53.96
75000,3.0,0.25,201.6,57.2,12.9,53.96
75000,4.0,0.25,201.6,57.2,12.9,53.96
150000,3.0,0.25,201.6,57.2,12.9,53.96
50000,3.0,0.25,201.6,57.2,12.9,53.96
150000,4.0,0.25,201.6,57.2,12.9,53.96
150000,1.5,0.1,158.4,63.7,7.5,53.92
100000,1.5,0.1,158.4,63.7,7.5,53.92
150000,2.0,0.1,158.9,63.6,7.5,53.91
100000,2.0,0.1,158.9,63.6,7.5,53.91
150000,0.5,0.1,158.9,63.7,7.5,53.89
100000,0.5,0.1,158.9,63.7,7.5,53.89
20000,2.5,0.1,168.7,63.9,7.7,53.38
10000,2.5,0.1,168.7,63.9,7.7,53.38
50000,2.5,0.1,168.7,63.7,7.6,53.25
30000,2.5,0.1,168.7,63.7,7.6,53.25
75000,2.5,0.1,168.7,63.7,7.6,53.25
100000,2.5,0.1,168.7,63.7,7.5,53.13
150000,2.5,0.1,168.7,63.7,7.5,53.13
20000,3.0,0.2,198.3,57.0,10.4,51.66
10000,4.0,0.2,198.3,57.0,10.4,51.66
10000,3.0,0.2,198.3,57.0,10.4,51.66
20000,4.0,0.2,198.3,57.0,10.4,51.66
50000,3.0,0.2,198.3,57.0,10.4,51.65
30000,4.0,0.2,198.3,57.0,10.4,51.65
100000,4.0,0.2,198.3,57.0,10.4,51.65
75000,3.0,0.2,198.3,57.0,10.4,51.65
100000,3.0,0.2,198.3,57.0,10.4,51.65
30000,3.0,0.2,198.3,57.0,10.4,51.65
150000,3.0,0.2,198.3,57.0,10.4,51.65
75000,4.0,0.2,198.3,57.0,10.4,51.65
150000,4.0,0.2,198.3,57.0,10.4,51.65
50000,4.0,0.2,198.3,57.0,10.4,51.65
20000,3.0,0.1,198.3,63.9,7.7,51.01
10000,3.0,0.1,198.3,63.9,7.7,51.01
20000,4.0,0.1,198.3,63.9,7.7,50.99
10000,4.0,0.1,198.3,63.9,7.7,50.99
30000,3.0,0.1,198.3,63.7,7.6,50.87
50000,3.0,0.1,198.3,63.7,7.6,50.87
75000,3.0,0.1,198.3,63.7,7.6,50.87
75000,4.0,0.1,198.3,63.7,7.6,50.86
50000,4.0,0.1,198.3,63.7,7.6,50.86
30000,4.0,0.1,198.3,63.7,7.6,50.86
150000,3.0,0.1,198.3,63.7,7.5,50.75
100000,3.0,0.1,198.3,63.7,7.5,50.75
100000,4.0,0.1,198.3,63.7,7.5,50.74
150000,4.0,0.1,198.3,63.7,7.5,50.74
10000,1.5,0.05,163.7,60.2,2.4,47.34
10000,1.0,0.05,164.0,60.2,2.4,47.31
10000,0.75,0.05,164.0,60.2,2.4,47.31
20000,1.5,0.05,163.7,60.2,2.3,47.3
20000,1.0,0.05,164.0,60.2,2.3,47.27
20000,0.75,0.05,164.0,60.2,2.3,47.27
150000,1.5,0.05,163.7,59.9,2.3,47.22
50000,1.5,0.05,163.7,59.9,2.3,47.22
75000,1.5,0.05,163.7,59.9,2.3,47.22
30000,1.5,0.05,163.7,59.9,2.3,47.22
100000,1.5,0.05,163.7,59.9,2.3,47.22
10000,2.0,0.05,163.9,60.1,2.3,47.21
30000,1.0,0.05,164.0,59.9,2.3,47.19
30000,0.75,0.05,164.0,59.9,2.3,47.19
100000,1.0,0.05,164.0,59.9,2.3,47.19
150000,0.75,0.05,164.0,59.9,2.3,47.19
100000,0.75,0.05,164.0,59.9,2.3,47.19
75000,1.0,0.05,164.0,59.9,2.3,47.19
150000,1.0,0.05,164.0,59.9,2.3,47.19
50000,0.75,0.05,164.0,59.9,2.3,47.19
50000,1.0,0.05,164.0,59.9,2.3,47.19
75000,0.75,0.05,164.0,59.9,2.3,47.19
20000,2.0,0.05,163.9,60.1,2.2,47.17
10000,0.5,0.05,166.5,60.2,2.4,47.11
150000,2.0,0.05,163.9,59.9,2.2,47.1
100000,2.0,0.05,163.9,59.9,2.2,47.1
30000,2.0,0.05,163.9,59.9,2.2,47.1
75000,2.0,0.05,163.9,59.9,2.2,47.1
50000,2.0,0.05,163.9,59.9,2.2,47.1
20000,0.5,0.05,166.5,60.2,2.3,47.07
100000,0.5,0.05,166.5,59.9,2.3,46.99
50000,0.5,0.05,166.5,59.9,2.3,46.99
150000,0.5,0.05,166.5,59.9,2.3,46.99
75000,0.5,0.05,166.5,59.9,2.3,46.99
30000,0.5,0.05,166.5,59.9,2.3,46.99
10000,2.5,0.05,169.3,60.1,2.2,46.71
20000,2.5,0.05,169.3,60.1,2.2,46.67
50000,2.5,0.05,169.3,59.9,2.2,46.61
30000,2.5,0.05,169.3,59.9,2.2,46.61
100000,2.5,0.05,169.3,59.9,2.2,46.61
75000,2.5,0.05,169.3,59.9,2.2,46.61
150000,2.5,0.05,169.3,59.9,2.2,46.61
10000,3.0,0.05,180.7,60.1,2.2,45.8
10000,4.0,0.05,180.7,60.1,2.2,45.77
20000,3.0,0.05,180.7,60.1,2.2,45.76
20000,4.0,0.05,180.7,60.1,2.2,45.73
150000,3.0,0.05,180.7,59.9,2.2,45.7
30000,3.0,0.05,180.7,59.9,2.2,45.7
50000,3.0,0.05,180.7,59.9,2.2,45.7
100000,3.0,0.05,180.7,59.9,2.2,45.7
75000,3.0,0.05,180.7,59.9,2.2,45.7
100000,4.0,0.05,180.7,59.9,2.2,45.67
150000,4.0,0.05,180.7,59.9,2.2,45.67
50000,4.0,0.05,180.7,59.9,2.2,45.67
75000,4.0,0.05,180.7,59.9,2.2,45.67
30000,4.0,0.05,180.7,59.9,2.2,45.67
